breed,width,height
Siberian husky,500,376
Siberian husky,420,500
Siberian husky,449,231
Siberian husky,375,500
Siberian husky,317,386
Siberian husky,500,375
Siberian husky,335,500
Siberian husky,500,375
Siberian husky,500,314
Siberian husky,400,300
Siberian husky,360,173
Siberian husky,500,375
Siberian husky,481,500
Siberian husky,460,500
Siberian husky,333,500
Siberian husky,375,500
Siberian husky,500,333
Siberian husky,500,375
Siberian husky,800,441
Siberian husky,370,500
Siberian husky,500,375
Siberian husky,500,375
Siberian husky,500,375
Siberian husky,500,333
Siberian husky,337,500
Siberian husky,500,325
Siberian husky,500,409
Siberian husky,333,500
Siberian husky,500,375
Siberian husky,259,500
Siberian husky,500,375
Siberian husky,500,358
Siberian husky,375,500
Siberian husky,500,346
Siberian husky,480,321
Siberian husky,500,500
Siberian husky,438,500
Siberian husky,500,375
Siberian husky,288,352
Siberian husky,500,354
Siberian husky,500,375
Siberian husky,375,500
Siberian husky,500,375
Siberian husky,444,500
Siberian husky,500,485
Siberian husky,333,500
Siberian husky,500,375
Siberian husky,333,500
Siberian husky,400,363
Siberian husky,332,500
Siberian husky,333,500
Siberian husky,240,360
Siberian husky,350,349
Siberian husky,500,375
Siberian husky,500,375
Siberian husky,375,500
Siberian husky,500,389
Siberian husky,500,375
Siberian husky,271,299
Siberian husky,500,375
Siberian husky,334,500
Siberian husky,600,621
Siberian husky,500,375
Siberian husky,500,375
Siberian husky,500,375
Siberian husky,500,333
Siberian husky,500,375
Siberian husky,500,375
Siberian husky,500,375
Siberian husky,500,333
Siberian husky,360,293
Siberian husky,500,375
Siberian husky,500,375
Siberian husky,302,450
Siberian husky,413,500
Siberian husky,500,333
Siberian husky,500,336
Siberian husky,500,333
Siberian husky,500,332
Siberian husky,500,375
Siberian husky,375,500
Siberian husky,409,314
Siberian husky,349,495
Siberian husky,500,467
Siberian husky,500,398
Siberian husky,263,280
Siberian husky,500,375
Siberian husky,500,333
Siberian husky,375,500
Siberian husky,500,375
Siberian husky,500,375
Siberian husky,500,375
Siberian husky,500,332
Siberian husky,500,375
Siberian husky,375,500
Siberian husky,387,500
Siberian husky,500,338
Siberian husky,500,375
Siberian husky,500,333
Siberian husky,500,375
Siberian husky,500,375
Siberian husky,500,375
Siberian husky,500,307
Siberian husky,448,500
Siberian husky,434,500
Siberian husky,500,375
Siberian husky,460,345
Siberian husky,333,500
Siberian husky,430,500
Siberian husky,500,333
Siberian husky,500,375
Siberian husky,378,500
Siberian husky,240,360
Siberian husky,640,627
Siberian husky,375,500
Siberian husky,500,333
Siberian husky,500,333
Siberian husky,500,333
Siberian husky,319,500
Siberian husky,360,294
Siberian husky,360,245
Siberian husky,500,375
Siberian husky,500,375
Siberian husky,500,375
Siberian husky,500,375
Siberian husky,500,376
Siberian husky,500,333
Siberian husky,500,375
Siberian husky,360,331
Siberian husky,500,375
affenpinscher,281,250
affenpinscher,342,314
affenpinscher,500,375
affenpinscher,500,375
affenpinscher,450,338
affenpinscher,500,375
affenpinscher,300,225
affenpinscher,280,232
affenpinscher,500,375
affenpinscher,500,375
affenpinscher,500,446
affenpinscher,200,156
affenpinscher,500,333
affenpinscher,500,384
affenpinscher,250,340
affenpinscher,278,351
affenpinscher,500,333
affenpinscher,109,110
affenpinscher,160,170
affenpinscher,300,199
affenpinscher,200,150
affenpinscher,216,152
affenpinscher,420,480
affenpinscher,400,300
affenpinscher,333,500
affenpinscher,362,448
affenpinscher,567,501
affenpinscher,200,200
affenpinscher,225,175
affenpinscher,280,224
affenpinscher,250,186
affenpinscher,240,180
affenpinscher,500,333
affenpinscher,198,187
affenpinscher,142,142
affenpinscher,200,280
affenpinscher,400,601
affenpinscher,250,246
affenpinscher,212,214
affenpinscher,310,271
affenpinscher,500,375
affenpinscher,918,756
affenpinscher,270,287
affenpinscher,152,151
affenpinscher,600,647
affenpinscher,240,240
affenpinscher,587,894
affenpinscher,500,438
affenpinscher,320,245
affenpinscher,170,200
affenpinscher,212,307
affenpinscher,394,295
affenpinscher,200,300
affenpinscher,270,287
affenpinscher,212,239
affenpinscher,330,264
affenpinscher,210,296
affenpinscher,144,143
affenpinscher,805,589
affenpinscher,500,375
affenpinscher,240,168
affenpinscher,500,500
affenpinscher,350,249
affenpinscher,266,214
affenpinscher,103,120
affenpinscher,250,188
affenpinscher,300,232
affenpinscher,560,665
affenpinscher,350,302
affenpinscher,250,376
affenpinscher,137,125
affenpinscher,300,208
affenpinscher,250,258
affenpinscher,230,205
affenpinscher,500,375
affenpinscher,156,176
affenpinscher,500,333
affenpinscher,495,500
affenpinscher,500,375
affenpinscher,500,333
affenpinscher,212,257
affenpinscher,132,200
affenpinscher,231,250
affenpinscher,171,200
affenpinscher,500,333
affenpinscher,477,500
affenpinscher,500,375
affenpinscher,186,207
affenpinscher,500,375
affenpinscher,500,333
affenpinscher,500,333
affenpinscher,170,150
affenpinscher,289,450
affenpinscher,360,240
affenpinscher,400,565
affenpinscher,500,333
affenpinscher,500,350
affenpinscher,375,500
affenpinscher,500,375
affenpinscher,500,333
affenpinscher,333,500
affenpinscher,333,500
affenpinscher,317,288
affenpinscher,325,301
affenpinscher,500,533
affenpinscher,250,250
affenpinscher,500,332
affenpinscher,128,150
affenpinscher,400,300
affenpinscher,375,500
affenpinscher,400,300
affenpinscher,241,250
affenpinscher,357,500
affenpinscher,375,500
affenpinscher,200,305
affenpinscher,300,226
affenpinscher,336,464
affenpinscher,500,375
affenpinscher,250,197
affenpinscher,375,500
affenpinscher,500,375
affenpinscher,360,450
affenpinscher,301,292
affenpinscher,270,287
affenpinscher,480,640
affenpinscher,200,150
affenpinscher,200,200
affenpinscher,500,375
affenpinscher,150,160
affenpinscher,267,250
affenpinscher,324,270
affenpinscher,500,375
affenpinscher,500,375
affenpinscher,300,367
affenpinscher,500,333
affenpinscher,395,232
affenpinscher,400,300
affenpinscher,275,342
affenpinscher,500,375
affenpinscher,560,747
affenpinscher,112,120
affenpinscher,403,382
affenpinscher,270,222
affenpinscher,200,140
affenpinscher,200,200
affenpinscher,500,352
affenpinscher,500,375
affenpinscher,350,301
affenpinscher,567,361
affenpinscher,375,500
basenji,410,500
basenji,772,978
basenji,492,500
basenji,640,480
basenji,341,500
basenji,500,375
basenji,377,326
basenji,375,500
basenji,311,500
basenji,296,280
basenji,500,333
basenji,500,447
basenji,327,500
basenji,500,375
basenji,375,500
basenji,500,337
basenji,500,389
basenji,300,271
basenji,500,375
basenji,500,452
basenji,450,339
basenji,300,300
basenji,295,216
basenji,500,375
basenji,500,375
basenji,400,267
basenji,500,375
basenji,500,375
basenji,500,375
basenji,500,333
basenji,500,375
basenji,375,500
basenji,1536,1024
basenji,679,600
basenji,262,204
basenji,500,375
basenji,313,454
basenji,500,375
basenji,500,325
basenji,194,240
basenji,640,480
basenji,472,500
basenji,500,375
basenji,500,333
basenji,500,375
basenji,500,375
basenji,640,426
basenji,500,496
basenji,500,375
basenji,500,495
basenji,300,225
basenji,500,500
basenji,701,1049
basenji,1348,1007
basenji,375,500
basenji,250,280
basenji,300,479
basenji,500,369
basenji,500,462
basenji,500,375
basenji,500,375
basenji,410,354
basenji,500,333
basenji,353,500
basenji,500,375
basenji,500,375
basenji,353,278
basenji,400,274
basenji,375,500
basenji,500,375
basenji,500,375
basenji,500,334
basenji,375,500
basenji,339,500
basenji,494,500
basenji,500,386
basenji,500,374
basenji,500,400
basenji,500,375
basenji,364,500
basenji,375,500
basenji,500,375
basenji,500,375
basenji,496,500
basenji,300,400
basenji,500,375
basenji,375,500
basenji,500,273
basenji,500,396
basenji,500,375
basenji,500,431
basenji,500,416
basenji,500,375
basenji,500,333
basenji,399,500
basenji,640,480
basenji,500,325
basenji,500,350
basenji,500,333
basenji,375,500
basenji,500,375
basenji,500,476
basenji,500,375
basenji,424,500
basenji,460,500
basenji,300,262
basenji,500,335
basenji,500,375
basenji,278,294
basenji,290,290
basenji,500,334
basenji,500,375
basenji,500,375
basenji,334,500
basenji,500,437
basenji,448,500
basenji,375,500
basenji,500,331
basenji,500,375
basenji,500,420
basenji,353,500
basenji,192,175
basenji,370,500
basenji,500,375
basenji,500,375
basenji,400,344
basenji,500,375
basenji,500,375
basenji,500,375
basenji,500,375
basenji,250,403
basenji,330,500
basenji,500,333
basenji,500,500
basenji,336,448
basenji,333,500
basenji,500,375
basenji,500,400
basenji,500,351
basenji,500,375
basenji,500,375
basenji,500,333
basenji,320,240
basenji,500,375
basenji,500,333
basenji,500,375
basenji,500,375
basenji,500,375
basenji,500,375
basenji,500,375
basenji,500,500
basenji,500,257
basenji,500,375
basenji,500,458
basenji,375,500
basenji,500,408
basenji,375,500
basenji,500,377
basenji,500,333
basenji,500,399
basenji,500,378
basenji,500,375
basenji,500,375
basenji,375,500
basenji,500,428
basenji,500,375
basenji,500,375
basenji,375,500
basenji,252,222
basenji,400,441
basenji,500,474
basenji,333,500
basenji,500,375
basenji,500,313
basenji,500,378
basenji,500,438
basenji,349,500
basenji,500,492
basenji,396,381
basenji,500,367
basenji,500,281
basenji,375,500
basenji,350,343
basenji,375,500
basenji,500,375
basenji,474,500
basenji,117,186
basenji,500,478
basenji,500,314
basenji,500,332
basenji,500,375
basenji,500,375
basenji,375,500
basenji,500,408
basenji,500,375
basenji,500,378
basenji,500,412
basenji,500,375
basenji,500,375
basenji,375,500
basenji,475,300
basenji,500,375
basenji,500,375
basenji,120,110
basenji,500,452
basenji,500,375
basenji,369,500
basenji,288,216
basenji,500,396
pug,600,450
pug,500,400
pug,374,500
pug,500,375
pug,500,333
pug,500,335
pug,184,276
pug,500,333
pug,500,334
pug,500,375
pug,312,416
pug,334,500
pug,333,500
pug,375,500
pug,500,375
pug,500,333
pug,375,500
pug,500,437
pug,500,333
pug,369,500
pug,500,333
pug,500,334
pug,500,399
pug,500,326
pug,500,375
pug,500,471
pug,500,375
pug,500,375
pug,500,375
pug,500,375
pug,500,375
pug,500,375
pug,500,375
pug,500,375
pug,500,334
pug,307,226
pug,500,375
pug,400,300
pug,500,375
pug,500,375
pug,446,500
pug,350,246
pug,500,327
pug,500,399
pug,500,333
pug,500,336
pug,500,375
pug,500,334
pug,500,375
pug,500,358
pug,411,500
pug,304,232
pug,500,375
pug,500,366
pug,500,332
pug,500,375
pug,400,300
pug,500,375
pug,500,500
pug,500,375
pug,500,333
pug,500,364
pug,500,375
pug,435,500
pug,500,375
pug,478,500
pug,500,333
pug,333,500
pug,500,375
pug,500,390
pug,500,332
pug,332,500
pug,405,500
pug,346,500
pug,500,500
pug,500,483
pug,500,373
pug,500,375
pug,500,375
pug,500,375
pug,500,332
pug,500,375
pug,334,500
pug,500,375
pug,500,375
pug,375,500
pug,500,375
pug,364,500
pug,350,263
pug,500,375
pug,500,375
pug,500,400
pug,500,375
pug,320,240
pug,500,334
pug,500,396
pug,333,500
pug,500,375
pug,500,353
pug,500,369
pug,500,375
pug,403,500
pug,500,332
pug,500,375
pug,500,192
pug,333,500
pug,500,375
pug,500,333
pug,500,395
pug,500,375
pug,500,375
pug,500,377
pug,744,684
pug,375,500
pug,500,375
pug,500,375
pug,500,375
pug,500,375
pug,375,500
pug,500,375
pug,500,375
pug,500,350
pug,500,446
pug,500,334
pug,500,400
pug,500,375
pug,375,500
pug,500,375
pug,500,375
pug,500,333
pug,400,259
pug,500,333
pug,375,500
pug,316,500
pug,500,333
pug,500,375
pug,500,375
pug,500,444
pug,337,500
pug,375,500
pug,500,375
pug,500,365
pug,500,375
pug,500,375
pug,320,240
pug,500,375
pug,500,333
pug,500,333
pug,375,500
pug,350,248
pug,400,300
pug,500,400
pug,500,338
pug,500,333
pug,375,500
pug,500,477
pug,500,361
pug,500,375
pug,600,600
pug,500,336
pug,500,375
pug,500,375
pug,500,333
pug,500,375
pug,500,333
pug,356,500
pug,500,375
pug,375,500
pug,500,315
pug,300,235
pug,375,500
pug,500,375
pug,500,375
pug,233,300
pug,469,500
pug,500,400
pug,500,407
pug,500,428
pug,500,336
pug,500,375
pug,334,500
pug,500,481
pug,500,374
pug,500,334
pug,500,333
pug,500,347
pug,500,360
pug,360,270
pug,500,400
pug,375,500
pug,500,375
pug,500,430
pug,500,375
pug,500,333
pug,480,321
pug,500,434
pug,500,332
pug,500,395
pug,500,332
pug,715,535
Leonberg,283,204
Leonberg,335,250
Leonberg,600,450
Leonberg,500,333
Leonberg,370,305
Leonberg,333,500
Leonberg,333,500
Leonberg,500,462
Leonberg,500,333
Leonberg,300,225
Leonberg,720,540
Leonberg,500,333
Leonberg,500,333
Leonberg,500,333
Leonberg,600,778
Leonberg,500,334
Leonberg,415,336
Leonberg,333,500
Leonberg,500,337
Leonberg,500,333
Leonberg,500,333
Leonberg,500,331
Leonberg,300,225
Leonberg,500,333
Leonberg,333,500
Leonberg,500,333
Leonberg,333,500
Leonberg,333,500
Leonberg,452,302
Leonberg,500,375
Leonberg,452,302
Leonberg,333,500
Leonberg,500,333
Leonberg,500,333
Leonberg,333,500
Leonberg,350,300
Leonberg,333,500
Leonberg,500,333
Leonberg,500,334
Leonberg,500,334
Leonberg,300,436
Leonberg,600,484
Leonberg,287,262
Leonberg,500,333
Leonberg,500,333
Leonberg,500,333
Leonberg,452,302
Leonberg,452,302
Leonberg,500,333
Leonberg,374,500
Leonberg,800,678
Leonberg,452,302
Leonberg,500,333
Leonberg,500,333
Leonberg,450,321
Leonberg,500,334
Leonberg,500,333
Leonberg,500,333
Leonberg,640,482
Leonberg,400,300
Leonberg,512,384
Leonberg,500,333
Leonberg,600,827
Leonberg,300,225
Leonberg,500,333
Leonberg,500,333
Leonberg,591,394
Leonberg,333,500
Leonberg,464,661
Leonberg,400,315
Leonberg,500,333
Leonberg,452,302
Leonberg,600,562
Leonberg,300,245
Leonberg,334,500
Leonberg,500,333
Leonberg,500,333
Leonberg,500,333
Leonberg,650,438
Leonberg,450,382
Leonberg,400,262
Leonberg,500,333
Leonberg,605,454
Leonberg,500,333
Leonberg,500,333
Leonberg,500,333
Leonberg,500,334
Leonberg,600,512
Leonberg,500,333
Leonberg,500,333
Leonberg,500,333
Leonberg,450,351
Leonberg,350,263
Leonberg,500,333
Leonberg,500,333
Leonberg,333,500
Leonberg,452,301
Leonberg,600,450
Leonberg,333,500
Leonberg,320,225
Leonberg,289,420
Leonberg,285,393
Leonberg,334,500
Leonberg,333,500
Leonberg,489,371
Leonberg,500,333
Leonberg,500,333
Leonberg,333,500
Leonberg,605,454
Leonberg,333,500
Leonberg,240,194
Leonberg,452,302
Leonberg,332,500
Leonberg,250,260
Leonberg,333,500
Leonberg,500,401
Leonberg,201,157
Leonberg,400,299
Leonberg,500,333
Leonberg,600,449
Leonberg,500,333
Leonberg,605,454
Leonberg,239,320
Leonberg,432,504
Leonberg,333,500
Leonberg,500,333
Leonberg,333,500
Leonberg,333,500
Leonberg,452,302
Leonberg,500,375
Leonberg,333,500
Leonberg,500,331
Leonberg,452,302
Leonberg,500,333
Leonberg,452,302
Leonberg,334,500
Leonberg,452,302
Leonberg,591,394
Leonberg,500,375
Leonberg,500,333
Leonberg,414,440
Leonberg,333,500
Leonberg,452,302
Leonberg,500,333
Leonberg,450,350
Leonberg,480,360
Leonberg,500,333
Leonberg,333,500
Leonberg,333,500
Leonberg,800,600
Leonberg,333,500
Leonberg,333,500
Leonberg,500,333
Leonberg,500,333
Leonberg,267,200
Leonberg,500,333
Leonberg,326,400
Leonberg,500,333
Leonberg,500,333
Leonberg,333,500
Leonberg,500,333
Leonberg,500,331
Leonberg,320,271
Leonberg,600,450
Leonberg,333,500
Leonberg,400,334
Leonberg,452,302
Leonberg,250,250
Leonberg,333,500
Leonberg,650,495
Leonberg,333,500
Leonberg,333,500
Leonberg,500,333
Leonberg,500,334
Leonberg,500,350
Leonberg,500,334
Leonberg,400,329
Leonberg,500,333
Leonberg,500,333
Leonberg,333,500
Leonberg,400,300
Leonberg,400,356
Leonberg,500,375
Leonberg,333,500
Leonberg,500,331
Leonberg,420,261
Leonberg,334,500
Leonberg,500,333
Leonberg,333,500
Leonberg,500,334
Leonberg,500,333
Leonberg,500,333
Leonberg,333,500
Leonberg,473,398
Leonberg,500,331
Leonberg,600,450
Leonberg,300,411
Leonberg,450,363
Leonberg,500,333
Leonberg,500,333
Leonberg,240,283
Leonberg,323,431
Leonberg,600,710
Leonberg,700,474
Leonberg,500,333
Leonberg,500,333
Leonberg,300,225
Leonberg,650,489
Leonberg,334,500
Leonberg,200,301
Newfoundland,500,375
Newfoundland,333,500
Newfoundland,395,500
Newfoundland,344,456
Newfoundland,500,333
Newfoundland,500,375
Newfoundland,364,500
Newfoundland,500,375
Newfoundland,375,500
Newfoundland,400,400
Newfoundland,500,307
Newfoundland,333,500
Newfoundland,375,500
Newfoundland,375,500
Newfoundland,333,500
Newfoundland,500,375
Newfoundland,500,333
Newfoundland,500,334
Newfoundland,500,375
Newfoundland,500,375
Newfoundland,400,500
Newfoundland,500,375
Newfoundland,360,239
Newfoundland,375,500
Newfoundland,448,336
Newfoundland,288,286
Newfoundland,500,451
Newfoundland,500,333
Newfoundland,358,242
Newfoundland,480,575
Newfoundland,500,375
Newfoundland,500,375
Newfoundland,500,375
Newfoundland,500,300
Newfoundland,500,375
Newfoundland,500,333
Newfoundland,500,416
Newfoundland,500,374
Newfoundland,375,500
Newfoundland,500,375
Newfoundland,357,288
Newfoundland,500,387
Newfoundland,540,418
Newfoundland,500,375
Newfoundland,290,228
Newfoundland,500,375
Newfoundland,500,375
Newfoundland,500,333
Newfoundland,500,333
Newfoundland,500,375
Newfoundland,500,375
Newfoundland,500,375
Newfoundland,375,500
Newfoundland,300,392
Newfoundland,290,277
Newfoundland,500,375
Newfoundland,400,429
Newfoundland,500,333
Newfoundland,500,333
Newfoundland,500,335
Newfoundland,441,500
Newfoundland,240,240
Newfoundland,500,375
Newfoundland,500,375
Newfoundland,500,375
Newfoundland,375,500
Newfoundland,500,375
Newfoundland,432,500
Newfoundland,500,333
Newfoundland,240,160
Newfoundland,330,300
Newfoundland,500,333
Newfoundland,400,500
Newfoundland,235,222
Newfoundland,500,400
Newfoundland,500,495
Newfoundland,500,375
Newfoundland,500,375
Newfoundland,500,375
Newfoundland,500,375
Newfoundland,500,500
Newfoundland,500,333
Newfoundland,500,375
Newfoundland,500,375
Newfoundland,232,349
Newfoundland,500,375
Newfoundland,500,375
Newfoundland,500,375
Newfoundland,500,436
Newfoundland,500,375
Newfoundland,434,500
Newfoundland,500,358
Newfoundland,500,375
Newfoundland,500,333
Newfoundland,190,340
Newfoundland,375,500
Newfoundland,500,375
Newfoundland,500,375
Newfoundland,480,360
Newfoundland,300,200
Newfoundland,500,375
Newfoundland,500,375
Newfoundland,288,360
Newfoundland,500,357
Newfoundland,500,375
Newfoundland,333,500
Newfoundland,500,357
Newfoundland,500,375
Newfoundland,375,500
Newfoundland,500,375
Newfoundland,450,300
Newfoundland,400,496
Newfoundland,500,375
Newfoundland,500,333
Newfoundland,500,333
Newfoundland,333,500
Newfoundland,333,500
Newfoundland,500,400
Newfoundland,500,375
Newfoundland,375,500
Newfoundland,500,753
Newfoundland,500,375
Newfoundland,333,500
Newfoundland,500,375
Newfoundland,500,375
Newfoundland,500,333
Newfoundland,500,270
Newfoundland,500,333
Newfoundland,500,375
Newfoundland,500,333
Newfoundland,500,375
Newfoundland,260,400
Newfoundland,375,500
Newfoundland,500,375
Newfoundland,500,375
Newfoundland,250,184
Newfoundland,268,208
Newfoundland,500,333
Newfoundland,500,333
Newfoundland,360,246
Newfoundland,500,394
Newfoundland,250,250
Newfoundland,500,375
Newfoundland,375,500
Newfoundland,500,333
Newfoundland,297,224
Newfoundland,500,333
Newfoundland,500,375
Newfoundland,500,375
Newfoundland,400,299
Newfoundland,500,375
Newfoundland,500,375
Newfoundland,750,600
Newfoundland,500,331
Newfoundland,500,375
Newfoundland,500,375
Newfoundland,500,375
Newfoundland,500,375
Newfoundland,500,375
Newfoundland,500,333
Newfoundland,500,379
Newfoundland,500,358
Newfoundland,500,333
Newfoundland,500,333
Newfoundland,477,500
Newfoundland,500,399
Newfoundland,189,240
Newfoundland,500,375
Newfoundland,500,333
Newfoundland,500,349
Newfoundland,500,375
Newfoundland,500,333
Newfoundland,500,333
Newfoundland,250,324
Newfoundland,458,500
Newfoundland,1600,1200
Newfoundland,500,375
Newfoundland,500,375
Newfoundland,375,500
Newfoundland,500,375
Newfoundland,500,375
Newfoundland,500,333
Newfoundland,500,333
Newfoundland,500,416
Newfoundland,500,333
Newfoundland,400,500
Newfoundland,500,375
Newfoundland,500,375
Newfoundland,500,375
Newfoundland,500,333
Newfoundland,379,500
Newfoundland,350,340
Newfoundland,250,218
Newfoundland,500,333
Newfoundland,1024,768
Great Pyrenees,500,375
Great Pyrenees,400,374
Great Pyrenees,300,233
Great Pyrenees,330,244
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,350,337
Great Pyrenees,500,375
Great Pyrenees,379,500
Great Pyrenees,800,601
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,333,500
Great Pyrenees,500,368
Great Pyrenees,500,375
Great Pyrenees,500,403
Great Pyrenees,500,375
Great Pyrenees,331,500
Great Pyrenees,500,375
Great Pyrenees,236,263
Great Pyrenees,500,327
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,500,333
Great Pyrenees,500,462
Great Pyrenees,500,375
Great Pyrenees,375,500
Great Pyrenees,500,333
Great Pyrenees,200,184
Great Pyrenees,500,333
Great Pyrenees,500,375
Great Pyrenees,400,330
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,500,281
Great Pyrenees,500,361
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,427,500
Great Pyrenees,500,375
Great Pyrenees,500,334
Great Pyrenees,500,333
Great Pyrenees,500,375
Great Pyrenees,448,336
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,500,321
Great Pyrenees,500,333
Great Pyrenees,375,500
Great Pyrenees,360,343
Great Pyrenees,500,379
Great Pyrenees,500,333
Great Pyrenees,500,375
Great Pyrenees,375,500
Great Pyrenees,500,375
Great Pyrenees,500,333
Great Pyrenees,500,333
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,200,200
Great Pyrenees,432,333
Great Pyrenees,500,333
Great Pyrenees,357,500
Great Pyrenees,500,333
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,500,390
Great Pyrenees,500,375
Great Pyrenees,500,333
Great Pyrenees,500,362
Great Pyrenees,500,212
Great Pyrenees,500,375
Great Pyrenees,500,281
Great Pyrenees,375,500
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,300,225
Great Pyrenees,500,375
Great Pyrenees,600,450
Great Pyrenees,500,375
Great Pyrenees,500,333
Great Pyrenees,500,375
Great Pyrenees,500,333
Great Pyrenees,375,500
Great Pyrenees,500,375
Great Pyrenees,468,415
Great Pyrenees,500,333
Great Pyrenees,500,333
Great Pyrenees,500,281
Great Pyrenees,500,375
Great Pyrenees,500,333
Great Pyrenees,500,375
Great Pyrenees,500,333
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,500,408
Great Pyrenees,500,375
Great Pyrenees,500,337
Great Pyrenees,500,334
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,500,281
Great Pyrenees,599,338
Great Pyrenees,375,500
Great Pyrenees,500,375
Great Pyrenees,433,500
Great Pyrenees,333,500
Great Pyrenees,500,333
Great Pyrenees,375,500
Great Pyrenees,500,333
Great Pyrenees,500,375
Great Pyrenees,334,500
Great Pyrenees,500,375
Great Pyrenees,500,333
Great Pyrenees,500,375
Great Pyrenees,640,480
Great Pyrenees,500,387
Great Pyrenees,650,470
Great Pyrenees,500,375
Great Pyrenees,333,500
Great Pyrenees,500,341
Great Pyrenees,430,500
Great Pyrenees,500,333
Great Pyrenees,308,500
Great Pyrenees,500,315
Great Pyrenees,500,309
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,200,201
Great Pyrenees,500,375
Great Pyrenees,333,500
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,375,500
Great Pyrenees,500,375
Great Pyrenees,500,447
Great Pyrenees,500,374
Great Pyrenees,500,333
Great Pyrenees,480,360
Great Pyrenees,500,332
Great Pyrenees,421,296
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,297,500
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,375,500
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,800,601
Great Pyrenees,500,375
Great Pyrenees,500,333
Great Pyrenees,500,375
Great Pyrenees,497,500
Great Pyrenees,500,500
Great Pyrenees,350,263
Great Pyrenees,500,410
Great Pyrenees,500,333
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,375,500
Great Pyrenees,500,375
Great Pyrenees,500,333
Great Pyrenees,463,500
Great Pyrenees,500,405
Great Pyrenees,500,333
Great Pyrenees,300,500
Great Pyrenees,500,333
Great Pyrenees,500,375
Great Pyrenees,500,333
Great Pyrenees,500,333
Great Pyrenees,500,332
Great Pyrenees,500,405
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,500,326
Great Pyrenees,500,375
Great Pyrenees,483,500
Great Pyrenees,395,296
Great Pyrenees,500,471
Great Pyrenees,500,333
Great Pyrenees,500,333
Great Pyrenees,500,375
Great Pyrenees,500,374
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,447,500
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,500,333
Great Pyrenees,500,375
Great Pyrenees,500,375
Great Pyrenees,484,306
Great Pyrenees,320,240
Great Pyrenees,500,333
Great Pyrenees,500,375
Great Pyrenees,500,375
Samoyed,500,425
Samoyed,269,279
Samoyed,333,500
Samoyed,500,334
Samoyed,500,375
Samoyed,281,500
Samoyed,500,389
Samoyed,500,334
Samoyed,500,375
Samoyed,500,334
Samoyed,500,375
Samoyed,500,367
Samoyed,500,375
Samoyed,383,510
Samoyed,500,423
Samoyed,375,500
Samoyed,250,313
Samoyed,240,320
Samoyed,500,476
Samoyed,375,500
Samoyed,500,375
Samoyed,500,334
Samoyed,500,334
Samoyed,299,328
Samoyed,500,375
Samoyed,334,500
Samoyed,1173,795
Samoyed,500,331
Samoyed,500,459
Samoyed,500,334
Samoyed,500,332
Samoyed,500,334
Samoyed,500,375
Samoyed,540,484
Samoyed,500,375
Samoyed,500,394
Samoyed,500,375
Samoyed,500,375
Samoyed,500,333
Samoyed,360,341
Samoyed,500,375
Samoyed,500,334
Samoyed,500,375
Samoyed,500,333
Samoyed,500,333
Samoyed,500,333
Samoyed,500,375
Samoyed,500,375
Samoyed,333,500
Samoyed,600,400
Samoyed,500,334
Samoyed,500,375
Samoyed,500,334
Samoyed,333,500
Samoyed,500,375
Samoyed,500,375
Samoyed,500,333
Samoyed,500,375
Samoyed,350,308
Samoyed,333,500
Samoyed,500,375
Samoyed,500,375
Samoyed,400,300
Samoyed,500,375
Samoyed,500,333
Samoyed,603,454
Samoyed,500,332
Samoyed,500,493
Samoyed,500,375
Samoyed,400,300
Samoyed,500,333
Samoyed,500,357
Samoyed,500,375
Samoyed,500,333
Samoyed,500,333
Samoyed,500,375
Samoyed,500,375
Samoyed,500,375
Samoyed,500,375
Samoyed,400,301
Samoyed,500,375
